Material	Descripción del material
21000981	DISPENSADOR DE SAL
21000982	DISPENSADOR JABON LIQUIDO
21000983	DISPENSADOR P/PAPEL MAYO
21000984	DISPENSADOR TOPICO PERUA
21000985	ESPATULA FRITURA
21000986	ESPATULA INOX. C/RANURA
21000987	ESPATULA P/PAPA C/MANGO
21000988	ESPATULA PARA BURRITOS
21000989	ESPATULA RSC-10
21000990	ESPATULAS RECTANGULARES
21000991	EXPRIMIDOR DE FRIJOLES PI
21000992	EXPRIMIDOR DE TRAPEADORES
21000993	MOLDE ALUMINIO LISO DE 12
21000994	MOLDE CEDAZO DE 7" 18707
21000995	MOLDE CEDAZO DE 8" 18708
21000996	MOLDE CEDAZO DE 9" 18709
21000997	MOLDE DE ALUMINIO LISO 14
21000998	MOLDE DE CEDAZO DE 12"
21000999	MOLDE DE CEDAZO DE 14"
21001000	MOLDE PERSONAL DE 6"
21001001	MOLDES SCREEN P/PIZZA 6"
21001002	PALANGANA DE AC INOX 18 3
21001003	PALETA PARA PIZZA
21001005	PARILLA AC. INOX. P/PLATANO
21001006	PARRILLA DE ACERO INOXIDABLE
21001007	PARRILLA P/ ROSTIZADOR AC.
21001008	PARRILLA P/ENFRIADOR UCR
21001009	PARRILLAS DE ACERO INOX.
21001010	PARRILLAS PARA ENFRIADOR
21001011	PICAPAPELES
21001012	PIEZAS TIPO COLADORES
21001013	PORTA COMANDA
21001014	PORTA CUCHARONES GRANDE
21001015	PORTA CUCHARONES PEQUEÑ
21001016	PORTA MURCIELAGO
21001017	PORTA NIVEL DE 6 GANCHOS
21001018	PORTA PALA P/PIZZA
21001019	PORTA PICHELES Y VARIOS
21001020	PORTA PINZAS
21001021	PORTA SALEROS ACERO INOX
21001022	LIMPIADOR DE ACERO INOXID
21001023	ACC-13315 PAN GRIPPER-HIGH
21001024	ALFOMBRA ANTIFATIGA 5100
21001025	AZAFATES PLASTICOS ACRILICOS
21001026	AZUCARERO BLANCO
21001027	BANDA DE HULE P/CILIND EMP
21001028	BASE COLADORES AC. INOX
21001029	BASES DE COLADOR ACEITE
21001030	BASES FREIDOR ADCRAFT
21001031	BASES FREIDORES CAMARONES AC.IN
21001032	BOLEADOR PARA ENSALADA
21001033	BOTAS DE HULE PARA CAD
21001034	BRUSH LONG 12116
21001035	BRUSH SHORT 50 NO. 12115
21001036	BUZONES B300N
21001037	CANGUROS P/MOTOCICILISTAS
21001038	CARRIER PLATE 919-1445
21001040	CASCOS PARA MOTOCICLISTAS
21001041	CLAVIJERO INOXIDABLE
21001042	COLADOR DE ACERO INOXIDAB
21001043	COLADOR FINO
21001044	CORTADOR DE MASA
21001045	CORTADOR DE PIZZA
21001046	CRONOMETRO
21001047	CUCHILLAS DE 1/4
21001048	DESENGRASANTE QSR
21001049	DETECTORA DE BILLETES FAL
21001050	DIVISION ACERO INOX P/PAPA
21001051	EMBUDO PARA ACEITE
21001052	FILTROS F83WE P/FREIDOR
21001053	JUEGO AROS CIRCULARES
21001054	JUEGO AROS ESTRELLA
21001055	PINZA C/RFZO AMR 10
21001056	PLATINA P/CANASTA FREIR P
21001057	TERMOMETRO TESTO 106 SET
21001058	VICERA ACRILICA P/CASCO
21001059	VITRINAS ACRILICAS 3 BANDEJAS
21001060	WAFLERA 1 PORC
21001061	XSD-10 LIGHT SEPARATOR 9"
21001062	XSD-13 LIGHT SEPARATOR 12"
21001063	XSD-15 LIGHT SEPARATOR 14"
21001064	VASOS DE ACERO INOXIDABLES
21001065	HIELERAS EN ACERO INOX
21001066	LIMPIADOR DE VIDRIOS
21001067	CINTURON SEGURIDAD P/FUE
21001068	ARNES COMPLETO C/CUERDA
21001070	BOTAS DE HULE PARA CAD
21001074	ACRILICO CARRITOS
21001075	ACRILICO P/FICHAS TECNICAS
21001076	ACRILICOS POLICARBONATO
21001077	AGENDA CAMPERO
21001078	PICHEL DE ACERO INOXIDABLE
21001079	ABRIGOS PARA CAMARA FRIA
21001080	LAMPARA DE MANO
21001081	KIT MAIN BUTTO PRINCE CAST
21001082	KIT DE CEPILLOS X44127
21001084	AUDIF C/DIADEMA MOD. 53725
21001085	AUDIFONO TIPO DIADEMA P/RA
21001086	RADIO PORTATIL MOD FV700
21001087	RADIO PORTATIL MOTOROLA.
21001088	CAPAS PARA MOTOCICLETAS
21001089	HIELERAS 40LT
21001090	BANCO PLASTICO ROJO
21001091	FILTROS DE PAPEL 13/4 x 5 1/4
21001092	BANDEJA A/I 1/4 x 4
21001093	CAJA ORGANIZADORA 4GL
21001094	KIT INSTALACION P/UTENSILIOS
21001095	VASO CALADO ACERO INOX
21001096	BANDEJA LAMINA PERFORADA AC. INOX
21001097	ACRILICOS P/COLOCAR PAGINAS
21001098	TERMOMETRO DIGITAL
21001099	PANERA PEQUEÑA 30x28x23x37
21001100	MICROFONO PARA DIADEMA C1060
21001101	ALFOMBRA DE HULE NARANJA
21001102	ALFOMBRA HULE AMARILLO
21001109	RECIPIENTE PLÁSTICO DE 48 OZ
21001111	RECIPIENTE PLÁSTICO DE 14 OZ
21001124	BOLEADOR 1 5/8 OZ
21001125	DOMO TRANSPARENTE
21001126	BOLEADOR 1 5/8 OZ AMARILLO
21001128	CAPA PROTECTORA DE LLUVIA TALLA S
21001129	CAPA PROTECTORA DE LLUVIA TALLA M
21001130	CAPA PROTECTORA DE LLUVIA TALLA L
21001132	CAPA PROTECTORA DE LUVIA TALLA "S"
21001133	CAPA PROTECTORA DE LUVIA TALLA "M"
21001134	CAPA PROTECTORA DE LUVIA TALLA "L"
21001142	PIZARRA ACRILICA 90x60
21001143	MESA PLASTICA
21001144	SILLA PLASTICA NAPOLI
21002864	PARRILLA MICROONDAS PARA TOCINO
21002865	HERMETICO 68OZ / 2 L
21003042	CINTA PAPEL TERMICO 2 1/4 X 2"
21003061	HERMETICO RECTANGULAR 26 OZ
21003062	BALDE PLÁSTICO 10 LITROS 58642
21003063	CAJA PLASTICA 4 LITROS 58605
21003064	ESPONJA BLANCA PARA ALBAÑIL
21003093	BANDEJA DE ACERO INOXIDABLE 1/4
21003094	TAPA PARA BANDEJA DE ACERO INXIDABLE 1/4
21003129	BOLEADOR AZUL
21003140	BOLEADOR DE ACERO INOXIDABLE
21003141	HERMETICO REDONDO 26 OZ
21003142	TOPPER 500 ML
21003160	TARJETA DE CONTROL DE ACCESO
21003174	BOLEADOR 2 2/3 VERDE
21003175	BOLEADOR DE ACERO #70
21003190	QUIMICO SUPREME.
21003191	QUIMICO ALKEMY HC-329
21003192	QUIMICO SANIDET
21003193	CLORO ALKEMY CB-401
21003194	QUIMICO OPTIGLASS
21003195	QUIMICO ALSHINE PLUS
21003196	QUIMICO SANIQUAT (MP)
21003197	QUIMICO CLEAN FOAM
21003198	RECIPIENTE P/MICROONDAS 1.2
21003199	RECIPIENTE 1.5 LT MICROONDAS
21003200	RECIPIENTE 800 ML MICROONDAS
21003201	ROLLO SENSIBILIZADO SIN IMPRESIÓN
21003202	TAZON 4" 6 ONZAS CB
21003203	CORTADOR DE CENTROS DE MANZANA
21003204	CUCHARON 2 ONZAS CON AGUJEROS PARA PIÑA
21003205	CONTENEDOR 14 ONZAS P/CALENTAR FRIJOL
21003206	CONTENEDOR CUADRADO FRUTAS 5.2 TAZAS
21003207	CONTENEDOR  REDONDO PARA PAN (6 TAZAS)
21003208	CONTENEDOR PLASTICO PARA CREMA
21003209	RAMEKIN 1 ONZA CB
21003210	ONCERO METALICO CB
21003211	PINZA NEGRA 6" CB
21003212	PINZA BLANCA 6" CB
21003213	RECIPIENTE  RECTANGULAR P/ BOLEADOR
21003214	CUCHARON 4 ONZAS VERDE CB
21003215	EMPAQUE PARA KNOX BOX  CB
21003216	CLIP PARA MENU CB
21003217	MODULAR PARA AZUCAR SAL Y PIMIENTA
21003218	MODULAR PARA SERVILLETAS CB
21003219	MODULAR EXTENDED H CB P/PAJILLAS
21003220	MODULAR CUP & LID CB P/TAPAS
21003221	VUELTERO CB
21003222	TAPA DOMO CERRADA 12 ONZAS CB
21003223	EXHIBIDOR AZUCAR HOLDER CB
21003224	PORTA MENU 12"  CB
21003225	PLANCHA PARRILLA HIERRO FUNDIDO
21003226	SEPARADOR CUBIERTOS 4 ESPACIOS
21003227	PICHEL 12 OZ. ACERO INOX. ES
21003228	EXHIBIDOR DE BOTELLAS CB
21003229	PICHEL 6 ONZ P/AGUA CALIENTE
21003230	TENAZA PEQUENA 18" CB
21003231	COLGADORES ROPA PERSONAL CB
21003232	TENAZA  6 " TRANSPARENTE CB
21003233	BOTIQUIN CB
21003234	JUEGO NUMERO DEL 1 AL 50 CB
21003235	RECIPIENTE 1.5 LTS  BOWL ACE
21003236	TERMOMETRO STEAMING BEBIDA C
21003237	PICHEL 1 LT. CHAI ACERO INOX.
21003238	CEPILLO PARA BAÑO CB
21003239	TAPA 2QTS REDONDA  CB
21003240	TABLA VERDE 12X18X1/2 CB
21003241	TABLA ROJA 12X18X1/2 CB
21003242	TABLA CAFE 12X18X1/2 CB
21003243	CAJA 1/3 X 6" POLICARBONATO
21003244	CAJA 1/2 X4 " POLICARBONATO
21003245	CAJA REDONDA 2QTS CB
21003246	VASO P/LICUADORA BLENDTEC 32 ONZ
21003247	FILTRO PAPEL CAFETERA 1.5 GA
21003248	CUCHARA 2"  P/ARROZ INOX CB
21003249	JARRA 50 OZ P/AGUA INOX CB
21003250	PUMP PARA GHIRARDELLI CB
21003251	TAPA DOMO 12 ONZAS CB
21003252	LANDYS CB
21003253	FINDEX CB
21003254	SAMBA CB
21003255	TRESYPLUS CB
21003256	SERVOLOR CB
21003257	CILINDRO PLASTICO 1.4 LTS. CB
21003258	VASO ACERO INOX. 30 OZ. CB
21003259	CUCHILLO P/DESHUESAR 7" CB
21003260	BOLETA SENCILLOS GYT CB
21003261	BOLETA VENTAS GYT CB
21003262	BOLETA SENCILLOS BI CB CTA.
21003263	DESTAPADOR SANITARIO
21003264	COLGADOR RETRACTIL PARA TRAPOS
21003265	DISPENSADOR ACRILICO PARA ME
21003266	FUETE FRANCES 10" (BATIDOR MANUAL)
21003267	PORTA MENU CON BASE
21003268	SOBRE DEPOSITO BANCARIO AZUL
21003269	SOBRE DEPOSITO BANCARIO ROJO
21003270	SOBRE DEPOSITO BANCARIO VERD
21003271	SOBRE DEPOSITO BANCARIO AMAR
21003272	PORTA TARJETAS COLOR NARANJA
21003273	CUADERNILLO PARA CONTROL DE
21003274	COMANDAS  CB
21003275	CINTA EPSON TM-U220 ERC-38
21003276	ROLLO TERMICO 79MM X 74 MM
21003277	OLLA ARROCERA CB
21003278	RACK PARA CANASTO GET CB
21003279	DUYAS PARA CREMAS CB
21003280	JARRILLA PITCHER 14 ONZAS CB
21003281	VELA DE CITRONELA CB
21003282	DETERGENTE CB
21003283	BLONDAS PARA PASTELES CB
21003285	TAPA PARA AROS DE HUEVOS CB
21003286	KNOX BOX ACERO INOXIDABLE CB
21003287	PORTACOMANDA DE PINCHO CB
21003288	LATTE ART PITCHER 32 OZ. CB
21003289	LATTE ART PITCHER 20 OZ. CB
21003290	FRENCH PRESS CB
21003291	ESPATULA OVALADA PARA UNTAR
21003292	CEPILLO PARA PACHAS CB
21003293	CUCHARA PARA GELATO METAL CB
21003294	TIJERA PARA COCINA CB
21003295	TAPA POLYCARBONATO 1/2 CB
21003296	SACACORCHOS CB
21003297	ESPATULA SOLIDA PARA PLANCHA
21003298	MEDIDOR DE 1 A 1/2 OZ CB
21003299	BANQUITO PLASTICO CB
21003300	TENAZAS GRANDES CB
21003301	TAPA POLYCARBONATO FULL CB
21003302	CORCHO DE AREA CB
21003303	CEPILLO DE ALAMBRE PARA PLANCHA
21003304	EMBUDO CB
21003305	PARRILLA PARA TOCINO P/MICRO
21003306	JARRA PARA CREMA CB
21003307	RECIPIENTE CUADRADO 2 TZS.
21003308	CUCHILLO COCINERO 8 CB
21003309	SALSERO 2 ONZ. CB
21003310	CREMERO CON TAPA 10 OZ CB
21003311	GUANTE DE SILICON DE 15 CB
21003312	CEPILLO P/BARBACOA 12 CB
21003313	JARRA MEZCLADORA C/TAPA ROJA
21003314	DISPENSADOR DE 32 OZ. PLASTICO
21003315	GUANTES DE SILICONE 17 CB
21003316	ORGANIZADOR DE METAL PARA TABLAS
21003317	BANDEJA 21 X 5 X 1/4 X 1/2 PLG MELAMINA
21003318	TUERCAS MEDIANAS CB
21003319	MANGAS PARA DULLA CB
21003320	BANDEJA 13.5 X 5 X 1/2 PLG.
21003321	BANDEJA 19 X 5  1/4  X 1 1/2
21003322	BASE P/PASTEL 13 A.I.  CB
21003323	PICHEL 10 OZ P/AGUA CALIENTE
21003324	BREW PITCHER 3 OZ. CB
21003325	CUCHARON 1 OZ. MANGO AMARILLO
21003326	APILABLES PEQUEÑOS CB
21003327	DESARMADOR CB
21003328	RECIPIENTE REDONDO 3 LTS. ACERO INOX
21003329	PORTACOMANDAS 24 CB
21003330	PELADOR DE VEGETALES CB
21003331	DISPENSADOR DE 16 OZ. PLASTICO
21003332	GUANTES DE SILICONE 13 CB
21003333	PUMP POT TIMER DIGITAL CB
21003334	SEÑAL PRECAUCION PISO MOJADO
21003335	CONTENEDORES DE HOJAS DE TE
21003336	ANTIDESLIZANTE DE EXHIBIDOR
21003337	BASURERO PLASTICO CON TAPA DE BUZON
21003338	ALFOMBRA HULE
21003339	CONTENEDORES CUADRADOS SANITIZANTES
21003340	DISPENSADOR DE JARABE SYRUP
21003341	EMBUDO COLOR CB
21003342	CANASTA RECTANGULAR PLASTICA
21003343	MOLDE SILICONE 4 CB
21003344	PICHEL PLASTICO CON TAPA (3 LITROS)
21003345	SALERO CUADRADO 2 ONZ. CB
21003346	FILTRO TIPO CANASTA (S.127)
21003347	CEPILLO PARA MOSTRADOR
21003348	CEPILLO PARA MOLINO CBmm03
21003349	TAPA POLYCARBONATO 1/9 CB
21003350	CEPILLO PARA LIMPIEZA DE GRUPO
21003351	BASURERO CON PEDAL 30 LTS. A. INOX
21003352	RECIPIENTE REDONDO 4 LITROS
21003353	BANDEJA RECTAGULAR ANTIDESLIZANTE 14X1
21003354	CAJA POLYCARBONATO 1/9 X 4 CB
21003355	TEFLON MESH NEGRO CB
21003356	CAJA CON TAPA BLANCA CB
21003357	CUCHILLO PLASTICO VERDE CB
21003358	BARRA MAGNETICA 12 CB
21003359	AFILADOR DE CUCHILLOS CB
21003360	CORTADOR PARA AGUACATE CB
21003361	RALLADOR CB
21003362	TABLA VERDE 15 X 20 X 1/2 CB
21003363	TABLA ROJA 15 X 20 X 1/2 CB
21003364	ESPATULA PLANA 24 PLG. CB
21003365	LOGO SHOT GLASS CB
21003366	FUETE FRANCES 16 (BATIDOR MANUAL)
21003367	ALFOMBRA CAFE BARISTA CB
21003368	SACUDIDOR CB
21003369	HALADOR DE HULE PARA VENTANA
21003370	RECIPIENTE REDONDO 3/4 ACERO
21003371	DOMO PARA CUBRIR PASTELERIA
21003372	OVEN GUARD PARA TURBO CHEF C
21003373	OVEN CLEANER PARA TURBO CHEF
21003374	VIJUTEX SPRAY CB
21003375	TENSOBRILL GL CB
21003376	TENSOL S-30 GL CB
21003377	DEOCIL CAT 2 CB
21003378	SCALITE CB
21003379	PURO CAFF PAIL ONZ. LIBRA CB
21003380	DEOCIL(CLORO LITRO) CB
21003381	TENSOGEL ANTIBACTERIANO GL C
21003382	TRENSYNOL FRIO GL CB
21003383	TENSOGEL HIFROALCOHOLICO GL
21003384	TENSOGEL BRISAS CB
21003385	TENSOL GL CB
21003386	TOALLA EN ROLLO ENMOTION 195
21003387	SACABOCADO 2 CMS. MANGO BLANCO
21003388	PANO BLANCO ANTIBACTERIAL KI
21003389	PANO ROJO KIMBERLY CB
21003390	TOALLA PARA TRAPEADOR CORINTA CB
21003391	ESPONJAS PARA LAVAR TRASTOS
21003392	BOLSA BLANCA P/BASURA 6.8 RO
21003393	BOLSA BEIGE P/BASURA 1.5 ROL
21003394	REMOVEDOR MADERA
21003395	FILTRO DE TE T-SAC CB
21003396	PASTELERA REDONDA 33*30.5.8.
21003397	PLATO PEQUEÑO TUPPERWARE
21003398	BOLSA TIPO SOBRE AUDITORIA T
21003399	BOLETAS BANCO INDUSTRAL-NCC
21003400	CUCHILLO 6" VERDE CORTE VEGETALES
21003401	CUCHILLO 6" BLANCO PARA CORTAR QUESO
21003402	CUCHILLO 6" AZUL PARA CORTE
21003403	BOLETA COMPRA/VENTA DOLARES
21003404	BOLETA SENCILLOS GYT GRANJERO
21003405	BOLETA VENTAS GYT GRANJERO
21003406	FACTURA TALONARIO CAMPERO 681
21003407	FACTURA TALONARIO CAMPERO 176
21003408	CUCHARON 8 ONZAS POLLO GRANJERO
21003409	BOLETA VENTAS CTA. 17-13029-
21003410	BOLETA VENTAS CTA. 17-12028-
21003411	BOLETA VENTAS CTA. 17-13027-
21003412	BOLETA SENCILLOS  BANCOR
21003413	BOLETA RET. MOVILES BANCOR
21003414	BOLETA EVENTOS NCC BANCOR
21003415	BOLETA VENTA DOLARES BANCOR
21003416	BOLETA DEPOLSITO REST. MOVIL
21003417	FACTURA TALONARIO EXPRESS 63
21003418	FACTURA TALONARIO C 172
21003419	FACTURA TALONARIO C 174
21003420	FACTURA TALONARIO CAMPERO 178
21003421	BOLETA 7618 NCC
21003422	CARTUCHO HP CD975 NEGRO
21003423	CARTUCHO HP CD974 AMARILLO
21003424	CARTUCHO HP CD973 MAGENTA
21003425	CARTUCHO HP CD972 CYAN
21003426	FACTURA TALONARIO C-175
21003427	FACTURA TALONARIO C-171
21003428	DISPENSADOR DUO DE ADEREZOS
21003429	FACTURA TALONARIO CAMPERO 680
21003430	CUCHILLO 6" MAGO AMARILLO
21003431	TABLA PLASTICA 12X18" COLOR AZUL
21003432	MEDIDOR P/CEBOLLA PIZZA HAWAIANA
21003433	ARCHIVO PARA PARED
21003434	ENVIO CONTENEDORES RESTAURANTES
21003435	FACTURA TALONARIO C674
21003436	TAPA PARA RECIPIENTE 12 QTS
21003437	RECIPIENTE 12 PARA BEBIDA NATURAL
21003438	FACTURA TALONARIO C93
21003439	FACTURA TALONARIO C90
21003440	FACTURA TALONARIO C687
21003441	FACTURA TALONARIO C679 A
21003442	FACTURA TALONARIO C677
21003443	FACTURA TALONARIO C676
21003444	FACTURA TALONARIO C675
21003445	FACTURA TALONARIO C673
21003446	FACTURA TALONARIO C672
21003447	FACTURA TALONARIO C671
21003448	FACTURA TALONARIO C669
21003449	FACTURA TALONARIO C668
21003450	FACTURA TALONARIO C667
21003451	FACTURA TALONARIO CD66
21003452	FACTURA TALONARIO C664
21003453	FACTURA TALONARIO C663
21003454	FACTURA TALONARIO C662
21003455	FACTURA TALONARIO C661
21003456	FACTURA TALONARIO C660
21003457	FACTURA TALONARIO C659
21003458	FACTURA TALONARIO C658
21003459	FACTURA TALONARIO C657
21003460	FACTURA TALONARIO C656
21003461	FACTURA TALONARIO C655
21003462	FACTURA TALONARIO C654
21003463	FACTURA TALONARIO C653
21003464	FACTURA TALONARIO C652
21003465	FACTURA TALONARIO C649
21003466	FACTURA TALONARIO C647
21003467	FACTURA TALONARIO C187
21003468	FACTURA TALONARIO C173
21003469	FACTURA TALONARIO C170
21003470	FACTURA TALONARIO C169
21003471	FACTURA TALONARIO C168
21003472	FACTURA TALONARIO C167
21003473	FACTURA TALONARIO C166
21003474	FACTURA TALONARIO C165
21003475	FACTURA TALONARIO C164
21003476	FACTURA TALONARIO C163
21003477	FACTURA TALONARIO C162
21003478	FACTURA TALONARIO C161
21003479	FACTURA TALONARIO C159
21003480	FACTURA TALONARIO C158
21003481	FACTURA TALONARIO C155
21003482	FACTURA TALONARIO C154
21003483	FACTURA TALONARIO C152
21003484	FACTURA TALONARIO C151
21003485	FACTURA TALONARIO C149
21003486	FACTURA TALONARIO C148
21003487	FACTURA TALONARIO C147
21003488	FACTURA TALONARIO C146
21003489	FACTURA TALONARIO C145
21003490	FACTURA TALONARIO C134
21003491	FACTURA TALONARIO C120
21003492	FACTURA TALONARIO C118
21003493	FACTURA TALONARIO C108
21003494	ATOMIZADOR EXTREME SIMPLE GREEN
21003495	PINZA 12"  PARA POLLO A LA PARRILLA
21003496	ESPATULA PARA POLLO A LA PARILLA
21003497	CARTUCHO HP 6940 / C9363W(97
21003498	CARTUCHO HP 6940 / C8767W(96
21003499	GANCHO PARA PARRILLA POLLO GRILL
21003500	MEDIDOR PARA PIZZA SENSANCION
21003501	BOLETA PAGO TERCEROS AMARILL
21003502	BOLETA PAGO TERCEROS CELESTE
21003503	BOLETA PAGO TERCEROS BLANCO
21003504	BOLETA PAGO TERCEROS VERDE
21003505	BOLETA PAGO TERCEROS ROSADO
21003506	REJILLA PARA BANDEJA FULL
21003507	FAJA MANEJO PAPELERIA
21003508	TAPE MAGICO
21003509	SOBRES PAPEL BOND
21003510	MEDIDOR TP1 P/QUESO
21003511	MEDIDOR TP2 P/CARNE
21003512	CUCHARON 1 1/2 PARA SALSA TELEPIZZA
21003513	CINTA ERC-39 PARA IMPRESOR SAM4
21003514	ROLLO PARA IMPRESOR SAM4 SENSIBILIZADO
21003515	BOLEADOR 5/8 ONZA 50 ACERO INOX
21003516	TAZON PARA COLADO DE EMPANIZADO
21003517	ALFOMBRA CAFE PEQUENA SIN LOGO
21003518	TABLA BLANCA 6''X9" PLASTICA
21003519	CAJA 9.5 LITROS PARA UTENSIL
21003520	LIMPIADOR COMBI OVEN (CARTUCHO)
21003521	GUANTE DE NEOPRENO
21003522	DISPENSADOR DE SAZONADOR PER
21003523	PINZA COLOR BLANCO GRILL
21003524	CUCHARON 1/2 OZ. GRILL
21003525	TOALLA FACIAL STANLEY BLANCA
21003526	TABLA PARA PICAR VERDE
21003527	DISPENSADOR DE VINAGRETA
21003528	CUCHARON 5.5 ONZ. EMPANIZADO
21003529	CUCHARON 10.5 ONZ. PARA EMPA
21003530	DISCO SOLIDO PAN PIZZA 10"
21003531	DISCO SOLIDO PAN PIZZA 13"
21003532	DISCO SOLIDO PAN PIZZA 15"
21003533	CUCHARON 3 ONZAS BEIGE
21003534	CUCHARON 2 ONZAS ROJO
21003535	CUCHARON 1 ONZA AMARILLO
21003536	HANDFOAM A(N)
21003537	EXTRA CLEAN
21003538	STRIPPER
21003539	RECIPIENTE PLASTICO YOGURTH
21003540	RECIPIENTE PLASTICO 8 OZ
21003541	RECIPIENTE PLASTICO 14 OZ
21003542	BOLEADOR ACERO INOXIDABLE
21003543	ROLLO TERMICO IMPRESORA PORT
21003544	TABLA COLOR AMARILLO 12"X18"
21003545	REDES  MARINADO
21003546	FILTROS PERLAS ACTIVAS P/FREIDORA POLLO
21003547	CAJA ORGANIZADORA 6 LITROS
21003548	CUCHARON ACERO INOX  GRANDE
21003549	BOLEADOR BLANCO.
21003550	TICKET PARQUEO
21003551	MOLDE PIZZA 14" X 2.25
21003552	TABLA CORTAR TOMATE SANDWICH
21003553	YELLOW DISHSOAP
21003554	SET TAZAS MEDIDORAS
21003555	BINS PARA COMANDAS
21003556	SC  POT & PAN
21003557	KAY QUAT II
21003558	S C  DEGREASER
21003559	TAPA 1/4 X 4 POLICARBONATO
21003560	INSERTO 1/4 X 4 POLICARBONAT
21003561	BANDEJA ACERO INOX. 1/2 X 2
21003562	PIMENTERO Y SALERO 1 OZ.
21003563	DISPENSADOR QUESO CON TAPA
21003564	DISPENSADOR PARA AJO
21003565	CONTROL DE PIEZAS POLLO
21003566	FACTURA AUTORIZADA C-660
21003567	FACTURA AUTORIZADA C-663
21003568	LIBRO DE GERENTE
21003569	DISCO PARA HORNEAR PIZZA 12"
21003570	BANDEJA 1/1 P/CAMARON FULL 2 1/2" INOX
21003571	BASURERO ACERO INOX. 15*17 BRINOX
21003572	PORTAPALILLOS PARMA BRINOX
21003573	BANDEJA 1/4, 2 1/2 ACERO INOX
21003574	RECIPIENTE CUADRADO SANDWICH
21003575	RECIPIENTE HERMETICO 4.2 LTS
21003576	BASURERO CON PEDAL ACERO INOX
21003577	BASURERO ACERO INOX. 55*46
21003578	RECIPIENTE INSERTO 1/3 DE 4"
21003579	RECIPIENTE INSERTO 1/2 DE 6"
21003580	CARRETILLA 3 GAVETAS
21003581	BOLEADOR MANGO ROJO
21003582	CARTUCHO MAGENTA EPSON TO633
21003583	CARTUCHO CYAN EPSON TO63220
21003584	CARTUCHO NEGRO EPSON TO63120
21003585	PORTA CONOS HELADO SUAVE
21003586	GAVETA PLASTICA PARA TORTILLA
21003587	ETIQUETA ROLLO AUDITORIA
21003588	BOLEADOR N. 12
21003589	ESPATULA CUADRADA
21003590	FACTURA AUTORIZADA C-157
21003591	FACTURA AUTORIZADA C-156
21003592	TABLA GUIA PARA CORTE
21003593	RECIBO DE CAJA
21003594	TAZON PLASTICO QUESO CHEDDAR
21003595	SANITIZANTE TY
21003596	LUBRICANTE H.T. TY
21003597	ESPUMADOR BOTELLA BAÑO
21003598	BOTELLAS BAÑOS REDONDAS
21003599	BOTELLA CUATERNARIO 6 PUNTAS
21003600	BOTELLA VIDRIO HEXAGONAL
21003601	TAPA PARA OLLA BAÑO MARIA 11 QTS
21003602	OLLA BAÑO MARIA 11 QTS
21003603	BANDEJA PERFORADA 1/2 DE 4"
21003604	TERMOMETRO DE BOLSILLO DIGITAL
21003605	CILINDRO PLASTICO PARA CUBIERTO
21003606	CORTADOR PRINCE CASTLE 3/8"
21003607	JARRILLA PLASTICA PARA CAFETERA
21003608	PALA PARA HIELO 4 OZ. DWL
21003609	PALA P/HIELO DE ALUMINIO 12
21003610	BANDEJA 1/9 DE 2" PROFUNDIDAD
21003611	TAPADERA PARA BANDEJA HALF/VOLLTRATH
21003612	PORTAPLATOS 7" DWL
21003613	TAPADERA PARA BANDEJA 1/4 VOLLTRATH
21003614	REJILLA PLASTICA P/PLATOS Y BANDEJAS
21003615	COLADOR SENCILLO 10" VOLLTRATH
21003616	REJILLA PLASTICA P/CUBIERTOS
21003617	TAPA P/BOTE REDONDO RFSW8/CAMBRO
21003618	CAJA REDONDA 8 LTRS. CAMBRO
21003619	ORGANIZADOR DE CUBIERTOS GRIS
21003620	REJILLA PARA ENFRIAR 16 X 24
21003621	CUCHARON PARA HIELO 58 OZ. A
21003622	TAPA FULL CON BISAGRA DOBLE
21003623	COBERTOR PARA PLATO EN ACERO
21003624	BANDEJA PASTELERA 18" X 26"
21003625	BANDEJA FULL 6"  POLICARBONATO
21003626	VASO PARA MALTEADA 30 OZ. ACERO INOX
21003627	PINZA MANGO VERDE
21003628	PINZA MANGO AMARILLO
21003629	BANDEJA FULL 6" /VOLLTRATH
21003630	ESPATULA DE HULE 13 1/2" VOLTRATH
21003631	JARILLA SUSSEX 30 OZ. ADMIRAL CRAFT
21003632	TAPA P/BASUREROR  TIPO BUZON
21003633	BASURERO RUBBERMAID 56 GALON
21003634	RODOS P/BASURERO RUBBERMAID
21003635	TAPADERA P/BASURERO RUBBERMA
21003636	BASURERO RUBBERMAID 32 GALON
21003637	BANDEJA PASTELERA PERFORADA/
21003638	TAZA MEDIDORA 2 QTS. POLICAR
21003639	MEDIDOR 1 LITRO POLICARBONAT
21003640	PALO PARA ESCURRIDOR RUBERMA
21003641	ESCURRIDOR RUBERMAID 24"
21003642	BASURERO PARA CARRITO RUBBER
21003643	CARRITO RUBERMAID CAPACIDAD
21003644	ESPATULA NUEVOS PANQUEQUES 2
21003645	BALANZA DE 100 LIBRAS
21003646	LEMON EZE DESINCRUSTANTE DE BAÑOS
21003647	BLANQUEADOR DE TAZAS DIP IT XP
21003648	TRASLADO DE PRODUCTOS ENTRE RESTAURANTES
21003649	SOLID SUPRA
21003650	GREASES STRIP PLUS
21003651	RECIPIENTE MEZCLA 4 QUESOS
21003652	JABON ELITE
21003653	ANTIBACTERIAL CLEAN & SMOOTH
21003654	LIME A WAY
21003655	JET DRY
